"host_response_rate" "host_acceptance_rate" "host_response_time" "host_is_superhost"
"17154" 100 25 "within a day" "f"
"17155" 100 100 "within an hour" "f"
"17156" 90 42 "within a day" "f"
"17157" 71 88 "within a day" "f"
"17158" 100 0 "within an hour" "f"
"17159" 100 NA "within a few hours" "f"
"17160" 100 100 "within a day" "f"
"17161" 100 67 "within an hour" "f"
"17162" NA NA "N/A" "f"
"17163" NA NA "N/A" "f"
"17164" 90 43 "within a day" "f"
"17165" 100 0 "within a day" "f"
"17166" NA NA "N/A" "f"
"17167" 100 100 "within an hour" "f"
"17168" NA NA "N/A" "f"
"17169" NA NA "N/A" "f"
"17170" NA NA "N/A" "f"
"17171" 100 100 "within an hour" "t"
"17172" 100 75 "within an hour" "f"
"17173" NA NA "N/A" "f"
"17174" 100 100 "within an hour" "f"
"17175" 100 NA "within a day" "f"
"17176" 33 NA "a few days or more" "f"
"17177" NA NA "N/A" "f"
"17178" 80 NA "within a few hours" "f"
"17179" 82 81 "within a day" "f"
"17180" 100 100 "within a few hours" "f"
"17181" 100 100 "within an hour" "f"
"17182" NA NA "N/A" "f"
"17183" 60 100 "within a day" "f"
"17184" 100 100 "within an hour" "f"
"17185" NA NA "N/A" "f"
"17186" 100 89 "within a few hours" "f"
"17187" NA 100 "N/A" "f"
"17188" 100 100 "within an hour" "f"
"17189" 100 100 "within an hour" "f"
"17190" NA NA "N/A" "f"
"17191" 100 91 "within an hour" "f"
"17192" NA NA "N/A" "f"
"17193" 100 50 "within a day" "f"
"17194" 100 NA "within a few hours" "f"
"17195" 100 100 "within an hour" "f"
"17196" 100 100 "within a day" "f"
"17197" 100 50 "within a few hours" "f"
"17198" 90 94 "within an hour" "f"
"17199" NA NA "N/A" "f"
"17200" 100 67 "within a few hours" "f"
"17201" 100 94 "within an hour" "f"
"17202" 63 100 "within a day" "f"
"17203" 93 100 "within an hour" "f"
"17204" NA NA "N/A" "f"
"17205" 100 60 "within a day" "f"
"17206" 90 71 "within a few hours" "f"
"17207" 75 100 "within a day" "f"
"17208" 100 100 "within an hour" "f"
"17209" 100 86 "within a few hours" "t"
"17210" NA NA "N/A" "f"
"17211" 89 100 "within a day" "f"
"17212" NA NA "N/A" "f"
"17213" 100 100 "within a day" "f"
"17214" NA NA "N/A" "f"
"17215" 50 NA "within a day" "f"
"17216" 89 75 "within a few hours" "f"
"17217" NA NA "N/A" "f"
"17218" 100 91 "within an hour" "f"
"17219" 100 NA "within a day" "f"
"17220" 100 100 "within an hour" "f"
"17221" 100 100 "within an hour" "f"
"17222" NA NA "N/A" "f"
"17223" NA NA "N/A" "f"
"17224" 100 100 "within an hour" "f"
"17225" NA NA "N/A" "f"
"17226" 50 100 "within a day" "f"
"17227" 100 NA "within an hour" "f"
"17228" NA NA "N/A" "f"
"17229" 100 100 "within a few hours" "f"
"17230" 100 77 "within a few hours" "t"
"17231" 100 56 "within an hour" "f"
"17232" 67 33 "within a few hours" "f"
"17233" 100 100 "within a few hours" "f"
"17234" 100 100 "within a few hours" "f"
"17235" 50 NA "within a day" "f"
"17236" 86 50 "within an hour" "f"
"17237" NA NA "N/A" "f"
"17238" 100 100 "within a few hours" "f"
"17239" 100 100 "within an hour" "f"
"17240" NA NA "N/A" "f"
"17241" NA NA "N/A" "f"
"17242" 100 50 "within an hour" "f"
"17243" 100 100 "within an hour" "f"
"17244" NA NA "N/A" "f"
"17245" NA NA "N/A" "f"
"17246" 90 83 "within a few hours" "f"
"17247" NA NA "N/A" "f"
"17248" NA NA "N/A" "f"
"17249" NA NA "N/A" "f"
"17250" 100 96 "within a few hours" "f"
"17251" 100 75 "within a day" "f"
"17252" 72 76 "within a few hours" "f"
"17253" 100 18 "within a few hours" "f"
"17254" 100 50 "within a day" "f"
"17255" 100 67 "within an hour" "f"
"17256" 100 100 "within a few hours" "f"
"17257" 100 0 "within an hour" "f"
"17258" 100 100 "within a few hours" "f"
"17259" 100 100 "within an hour" "f"
"17260" NA NA "N/A" "f"
"17261" 100 100 "within an hour" "f"
"17262" 100 100 "within an hour" "f"
"17263" 100 94 "within a day" "f"
"17264" 100 100 "within an hour" "f"
"17265" 100 86 "within an hour" "f"
"17266" 100 100 "within a day" "f"
"17267" 90 100 "within an hour" "f"
"17268" 88 100 "within a few hours" "f"
"17269" 100 89 "within a few hours" "f"
"17270" 100 73 "within a few hours" "f"
"17271" 100 100 "within an hour" "f"
"17272" 100 67 "within an hour" "f"
"17273" 100 100 "within a day" "f"
"17274" 69 78 "within a day" "f"
"17275" NA NA "N/A" "f"
"17276" 100 100 "within an hour" "f"
"17277" NA NA "N/A" "f"
"17278" NA NA "N/A" "f"
"17279" 100 100 "within a few hours" "f"
"17280" 100 100 "within a day" "f"
"17281" 95 100 "within a few hours" "f"
"17282" 100 100 "within a day" "f"
"17283" 100 89 "within a day" "f"
"17284" 67 0 "within a day" "f"
"17285" 100 50 "within a few hours" "f"
"17286" 94 93 "within a few hours" "f"
"17287" 100 0 "within a day" "f"
"17288" NA NA "N/A" "f"
"17289" 100 100 "within a few hours" "t"
"17290" 100 100 "within an hour" "f"
"17291" 90 70 "within a day" "f"
"17292" 88 100 "within a few hours" "f"
"17293" 100 100 "within a few hours" "f"
"17294" 100 100 "within an hour" "f"
"17295" 33 100 "a few days or more" "f"
"17296" 100 90 "within an hour" "f"
"17297" 90 100 "within an hour" "f"
"17298" 100 50 "within a few hours" "f"
"17299" NA NA "N/A" "f"
"17300" 100 100 "within an hour" "f"
"17301" 100 100 "within an hour" "f"
"17302" 100 100 "within a few hours" "f"
"17303" 100 100 "within an hour" "f"
"17304" 50 100 "within a day" "f"
"17305" NA NA "N/A" "f"
"17306" 100 100 "within an hour" "f"
"17307" 100 100 "within a few hours" "f"
"17308" 50 NA "within a day" "f"
"17309" NA NA "N/A" "f"
"17310" NA NA "N/A" "f"
"17311" NA NA "N/A" "f"
"17312" 90 97 "within a day" "f"
"17313" NA NA "N/A" "f"
"17314" NA NA "N/A" "f"
"17315" 100 100 "within an hour" "f"
"17316" NA NA "N/A" "f"
"17317" NA NA "N/A" "f"
"17318" 100 100 "within a few hours" "f"
"17319" NA NA "N/A" "f"
"17320" NA NA "N/A" "f"
"17321" 100 88 "within an hour" "f"
"17322" 100 100 "within a day" "f"
"17323" 100 100 "within a few hours" "f"
"17324" 100 100 "within an hour" "f"
"17325" 80 67 "within a day" "f"
"17326" 100 100 "within a few hours" "f"
"17327" NA NA "N/A" "f"
"17328" 90 80 "within an hour" "f"
"17329" 100 100 "within an hour" "f"
"17330" 100 100 "within a few hours" "f"
"17331" 97 97 "within a few hours" "f"
"17332" 100 40 "within a few hours" "t"
"17333" NA NA "N/A" "f"
"17334" 100 88 "within an hour" "f"
"17335" NA NA "N/A" "f"
"17336" NA NA "N/A" "f"
"17337" 100 96 "within a few hours" "f"
"17338" 100 100 "within an hour" "f"
"17339" 100 100 "within a few hours" "f"
"17340" NA NA "N/A" "f"
"17341" NA NA "N/A" "f"
"17342" 100 33 "within a few hours" "f"
"17343" 100 0 "within a few hours" "f"
"17344" NA NA "N/A" "f"
"17345" 90 100 "within an hour" "f"
"17346" 100 50 "within a few hours" "f"
"17347" 100 40 "within a few hours" "f"
"17348" 100 88 "within an hour" "f"
"17349" 100 100 "within an hour" "f"
"17350" 100 NA "within a day" "f"
"17351" 100 100 "within an hour" "f"
"17352" NA NA "N/A" "f"
"17353" 100 100 "within an hour" "f"
"17354" NA NA "N/A" "f"
"17355" 100 75 "within an hour" "f"
"17356" 100 100 "within an hour" "f"
"17357" 100 100 "within an hour" "f"
"17358" 50 0 "within a day" "f"
"17359" 100 100 "within a few hours" "f"
"17360" NA NA "N/A" "f"
"17361" 100 NA "within a few hours" "f"
"17362" 100 83 "within a few hours" "f"
"17363" NA 100 "N/A" "f"
"17364" 100 93 "within an hour" "f"
"17365" NA NA "N/A" "f"
"17366" 100 100 "within an hour" "f"
"17367" 100 NA "within a day" "f"
"17368" 100 100 "within an hour" "f"
"17369" NA 100 "N/A" "f"
"17370" 100 NA "within an hour" "f"
"17371" NA NA "N/A" "f"
"17372" 100 0 "within a few hours" "f"
"17373" 100 59 "within a few hours" "f"
"17374" NA NA "N/A" "f"
"17375" NA NA "N/A" "f"
"17376" NA NA "N/A" "f"
"17377" 100 77 "within a few hours" "t"
"17378" NA NA "N/A" "f"
"17379" 80 100 "within a few hours" "f"
"17380" NA NA "N/A" "f"
"17381" 100 100 "within an hour" "f"
"17382" 70 75 "within a day" "f"
"17383" 83 100 "within an hour" "f"
"17384" 100 100 "within an hour" "f"
"17385" 100 100 "within an hour" "f"
"17386" 100 100 "within an hour" "f"
"17387" 75 67 "within a day" "f"
"17388" NA NA "N/A" "f"
"17389" 100 100 "within a day" "f"
"17390" 100 92 "within an hour" "f"
"17391" NA NA "N/A" "f"
"17392" NA NA "N/A" "f"
"17393" 100 NA "within a day" "f"
"17394" NA NA "N/A" "f"
"17395" 100 81 "within a few hours" "f"
"17396" 83 100 "within a day" "f"
"17397" 100 100 "within an hour" "f"
"17398" NA NA "N/A" "f"
"17399" 100 55 "within a few hours" "f"
"17400" NA NA "N/A" "f"
"17401" 100 100 "within an hour" "f"
"17402" NA NA "N/A" "f"
"17403" NA NA "N/A" "f"
"17404" 100 NA "within a day" "f"
"17405" 100 100 "within an hour" "f"
"17406" 100 100 "within an hour" "f"
"17407" 100 93 "within an hour" "f"
"17408" NA NA "N/A" "f"
"17409" NA NA "N/A" "f"
"17410" NA NA "N/A" "f"
"17411" 90 0 "within a few hours" "f"
"17412" NA NA "N/A" "f"
"17413" NA NA "N/A" "f"
"17414" 90 100 "within an hour" "f"
"17415" 100 NA "within a few hours" "f"
"17416" NA NA "N/A" "f"
"17417" 100 NA "within an hour" "f"
"17418" NA NA "N/A" "f"
"17419" 82 96 "within a day" "f"
"17420" 93 85 "within a day" "f"
"17421" 100 100 "within an hour" "f"
"17422" NA NA "N/A" "f"
"17423" 100 50 "within a day" "f"
"17424" NA NA "N/A" "f"
"17425" 100 100 "within a few hours" "f"
"17426" 100 82 "within an hour" "f"
"17427" 90 88 "within an hour" "t"
"17428" 100 100 "within a few hours" "f"
"17429" NA NA "N/A" "f"
"17430" NA NA "N/A" "f"
"17431" 100 NA "within a few hours" "f"
"17432" NA NA "N/A" "f"
"17433" NA NA "N/A" "f"
"17434" 80 100 "within a few hours" "f"
"17435" 100 75 "within an hour" "f"
"17436" 100 50 "within a few hours" "f"
"17437" 100 67 "within a few hours" "t"
"17438" 100 NA "within a few hours" "f"
"17439" NA NA "N/A" "f"
"17440" 100 100 "within a few hours" "f"
"17441" 100 100 "within a day" "f"
"17442" 100 NA "within a day" "f"
"17443" 60 82 "within a day" "f"
"17444" NA NA "N/A" "f"
"17445" 82 81 "within a day" "f"
"17446" 100 60 "within a few hours" "f"
"17447" 100 100 "within an hour" "f"
"17448" 100 100 "within a day" "f"
"17449" 90 96 "within a day" "f"
"17450" NA NA "N/A" "f"
"17451" NA NA "N/A" "f"
"17452" 100 96 "within a day" "f"
"17453" NA NA "N/A" "f"
"17454" 100 100 "within a few hours" "f"
"17455" 100 100 "within a few hours" "f"
"17456" NA NA "N/A" "f"
"17457" 100 63 "within a few hours" "f"
"17458" 100 75 "within an hour" "f"
"17459" 100 100 "within a day" "f"
"17460" 100 100 "within a few hours" "f"
"17461" 100 100 "within a few hours" "f"
"17462" 100 50 "within a few hours" "t"
"17463" 100 80 "within a day" "t"
"17464" NA NA "N/A" "f"
"17465" 100 100 "within an hour" "f"
"17466" NA 100 "N/A" "f"
"17467" 100 100 "within a few hours" "f"
"17468" 100 92 "within an hour" "f"
"17469" 100 71 "within a day" "f"
"17470" 100 100 "within an hour" "f"
"17471" 92 100 "within a day" "f"
"17472" NA NA "N/A" "f"
"17473" NA NA "N/A" "f"
"17474" NA NA "N/A" "f"
"17475" 100 75 "within a few hours" "f"
"17476" 100 86 "within a few hours" "f"
"17477" 100 50 "within a few hours" "f"
"17478" 70 86 "within an hour" "f"
"17479" 100 40 "within a day" "f"
"17480" 100 100 "within an hour" "f"
"17481" NA NA "N/A" "f"
"17482" NA NA "N/A" "f"
"17483" 57 100 "within a few hours" "f"
"17484" NA NA "N/A" "f"
"17485" NA NA "N/A" "f"
"17486" 100 NA "within a day" "f"
"17487" NA NA "N/A" "f"
"17488" 98 100 "within an hour" "f"
"17489" 67 NA "within a few hours" "f"
"17490" NA NA "N/A" "f"
"17491" NA NA "N/A" "f"
"17492" 100 100 "within an hour" "f"
"17493" 100 100 "within an hour" "f"
"17494" 100 NA "within a day" "f"
"17495" 100 100 "within an hour" "f"
"17496" 100 100 "within an hour" "f"
"17497" 100 43 "within a few hours" "f"
"17498" 100 67 "within a few hours" "f"
"17499" 100 NA "within an hour" "f"
"17500" 100 100 "within an hour" "f"
"17501" 100 100 "within a few hours" "f"
"17502" 100 100 "within a few hours" "t"
"17503" 100 100 "within a few hours" "f"
"17504" NA NA "N/A" "f"
"17505" 100 100 "within an hour" "f"
"17506" NA NA "N/A" "f"
"17507" 100 100 "within an hour" "f"
"17508" 100 90 "within an hour" "f"
"17509" 100 100 "within an hour" "f"
"17510" NA NA "N/A" "f"
"17511" 100 96 "within an hour" "f"
"17512" 100 100 "within a few hours" "f"
"17513" 60 100 "within a day" "f"
"17514" 100 100 "within a few hours" "f"
"17515" 100 0 "within a day" "f"
"17516" 100 100 "within an hour" "f"
"17517" 90 93 "within a few hours" "f"
"17518" NA NA "N/A" "f"
"17519" 70 75 "within a day" "f"
"17520" NA NA "N/A" "f"
"17521" 86 39 "within a day" "f"
"17522" 100 100 "within an hour" "f"
"17523" NA NA "N/A" "f"
"17524" NA NA "N/A" "f"
"17525" NA NA "N/A" "f"
"17526" NA NA "N/A" "f"
"17527" NA NA "N/A" "f"
"17528" 100 100 "within a few hours" "f"
"17529" 100 81 "within a few hours" "f"
"17530" NA NA "N/A" "f"
"17531" 100 100 "within an hour" "t"
"17532" 100 NA "within a day" "f"
"17533" 70 50 "within a day" "f"
"17534" 100 100 "within an hour" "f"
"17535" 100 100 "within a day" "f"
"17536" 100 100 "within an hour" "f"
"17537" 100 100 "within an hour" "f"
"17538" 100 94 "within an hour" "f"
"17539" NA NA "N/A" "f"
"17540" 90 100 "within an hour" "f"
"17541" NA NA "N/A" "f"
"17542" NA NA "N/A" "f"
"17543" NA NA "N/A" "f"
"17544" NA NA "N/A" "f"
"17545" NA NA "N/A" "f"
"17546" 67 33 "within a few hours" "f"
"17547" NA NA "N/A" "f"
"17548" 63 100 "within a day" "f"
"17549" NA NA "N/A" "f"
"17550" NA NA "N/A" "f"
"17551" 75 93 "within a day" "f"
"17552" NA NA "N/A" "f"
"17553" 100 75 "within an hour" "f"
"17554" 90 75 "within a day" "f"
"17555" 80 100 "within a day" "f"
"17556" 100 92 "within a few hours" "f"
"17557" 90 0 "within a day" "f"
"17558" 90 78 "within a few hours" "f"
"17559" 60 100 "within a day" "f"
"17560" 100 NA "within a day" "f"
"17561" 100 63 "within a few hours" "f"
"17562" 100 83 "within a day" "f"
"17563" 90 33 "within a few hours" "f"
"17564" 80 100 "within a day" "f"
"17565" 100 100 "within an hour" "f"
"17566" 100 100 "within a few hours" "f"
"17567" 100 100 "within an hour" "f"
"17568" 80 64 "within a few hours" "f"
"17569" 100 100 "within an hour" "f"
"17570" 100 50 "within a few hours" "f"
"17571" 100 0 "within a day" "f"
"17572" 100 100 "within an hour" "f"
"17573" NA NA "N/A" "f"
"17574" 100 100 "within an hour" "f"
"17575" 90 100 "within a few hours" "f"
"17576" 100 0 "within a few hours" "f"
"17577" 75 100 "within a day" "f"
"17578" 100 NA "within a few hours" "f"
"17579" 100 81 "within a few hours" "f"
"17580" NA NA "N/A" "f"
"17581" 100 92 "within an hour" "f"
"17582" 100 100 "within an hour" "f"
"17583" 90 52 "within a few hours" "f"
"17584" NA NA "N/A" "f"
"17585" NA NA "N/A" "f"
"17586" 100 100 "within a few hours" "f"
"17587" 100 96 "within a few hours" "f"
"17588" 100 100 "within an hour" "f"
"17589" 50 0 "within a day" "f"
"17590" NA NA "N/A" "f"
"17591" 100 100 "within an hour" "f"
"17592" 100 100 "within an hour" "t"
"17593" 100 29 "within a few hours" "f"
"17594" NA 100 "N/A" "f"
"17595" NA NA "N/A" "f"
"17596" 100 100 "within a day" "f"
"17597" 40 100 "a few days or more" "f"
"17598" 88 100 "within a day" "f"
"17599" 100 79 "within a few hours" "f"
"17600" 100 100 "within an hour" "f"
"17601" 100 100 "within a few hours" "f"
"17602" 93 82 "within a few hours" "f"
"17603" 100 100 "within an hour" "f"
"17604" 100 86 "within an hour" "f"
"17605" 100 100 "within an hour" "f"
"17606" NA NA "N/A" "f"
"17607" NA NA "N/A" "f"
"17608" 100 87 "within a few hours" "t"
"17609" 20 67 "a few days or more" "f"
"17610" 100 NA "within a few hours" "f"
"17611" 100 100 "within an hour" "t"
"17612" 90 0 "within an hour" "f"
"17613" NA NA "N/A" "f"
"17614" 100 100 "within an hour" "f"
"17615" 100 100 "within a few hours" "f"
"17616" 90 75 "within a few hours" "f"
"17617" NA NA "N/A" "f"
"17618" 100 20 "within a few hours" "f"
"17619" NA NA "N/A" "f"
"17620" 50 NA "within a day" "f"
"17621" 100 67 "within an hour" "f"
"17622" 78 75 "within a day" "f"
"17623" 100 NA "within a day" "f"
"17624" 100 100 "within an hour" "f"
"17625" 100 100 "within an hour" "f"
"17626" 100 89 "within an hour" "f"
"17627" 90 79 "within a few hours" "f"
"17628" 100 100 "within an hour" "f"
"17629" NA NA "N/A" "f"
"17630" 100 94 "within a few hours" "f"
"17631" 100 95 "within a few hours" "f"
"17632" NA NA "N/A" "f"
"17633" 70 50 "within a day" "f"
"17634" 100 100 "within an hour" "f"
"17635" 70 76 "within a few hours" "f"
"17636" NA NA "N/A" "f"
"17637" NA NA "N/A" "f"
"17638" NA NA "N/A" "f"
"17639" 82 92 "within a few hours" "f"
"17640" 100 99 "within an hour" "f"
"17641" NA NA "N/A" "f"
"17642" NA NA "N/A" "f"
"17643" 100 50 "within an hour" "f"
"17644" 100 83 "within an hour" "f"
"17645" 100 100 "within an hour" "f"
"17646" 100 100 "within an hour" "f"
"17647" 100 83 "within an hour" "t"
"17648" 91 100 "within a day" "f"
"17649" 94 52 "within a few hours" "t"
"17650" 100 100 "within an hour" "f"
"17651" NA NA "N/A" "f"
"17652" 71 100 "within a few hours" "f"
"17653" 100 94 "within a few hours" "f"
"17654" 100 100 "within a few hours" "f"
"17655" NA NA "N/A" "f"
"17656" 100 75 "within a day" "f"
"17657" 100 67 "within a day" "f"
"17658" 100 NA "within a day" "f"
"17659" NA NA "N/A" "f"
"17660" 100 100 "within an hour" "f"
"17661" 60 58 "within a day" "f"
"17662" NA NA "N/A" "f"
"17663" 100 67 "within an hour" "f"
"17664" 100 NA "within a day" "f"
"17665" 70 75 "within a day" "f"
"17666" 100 100 "within a day" "f"
"17667" NA NA "N/A" "f"
"17668" 80 100 "within a few hours" "f"
"17669" 100 100 "within an hour" "f"
"17670" 100 70 "within an hour" "f"
"17671" 63 100 "within a day" "f"
"17672" 100 100 "within an hour" "f"
"17673" NA NA "N/A" "f"
"17674" NA NA "N/A" "f"
"17675" NA NA "N/A" "f"
"17676" NA NA "N/A" "f"
"17677" 80 96 "within a day" "f"
"17678" NA NA "N/A" "f"
"17679" 100 91 "within a few hours" "f"
"17680" 100 100 "within a few hours" "f"
"17681" 100 100 "within a few hours" "f"
"17682" 100 50 "within a day" "f"
"17683" NA NA "N/A" "f"
"17684" 58 60 "within a day" "f"
"17685" NA NA "" ""
"17686" 100 75 "within an hour" "f"
"17687" 100 100 "within a few hours" "f"
"17688" 100 100 "within an hour" "f"
"17689" 90 82 "within a day" "t"
"17690" 67 100 "within a day" "f"
"17691" 100 100 "within an hour" "f"
"17692" 80 67 "within a day" "f"
"17693" 86 75 "within a few hours" "f"
"17694" 100 100 "within an hour" "f"
"17695" 50 20 "within a day" "f"
"17696" NA NA "N/A" "f"
"17697" NA NA "N/A" "f"
"17698" 100 100 "within an hour" "f"
"17699" 100 100 "within a few hours" "f"
"17700" NA NA "N/A" "f"
"17701" 85 65 "within a day" "t"
"17702" 100 100 "within a few hours" "f"
